1,1,1.0000000000001266
1,10,0.0048276666731693505
1,11,0.11565612300824422
1,12,0.04344159229301473
1,13,0.14639578299670974
1,14,0.4302513247522701
1,15,0.03307650838440693
1,2,0.003465873188550641
1,3,0.012958985286666523
1,4,0.03385830032891882
1,5,0.013671581860484975
1,6,0.0015278412494104205
1,7,0.017818314948561172
1,8,0.034471672509517395
1,9,0.015674758966944743
10,1,0.0045652721491678955
10,10,1.0000000000002935
10,11,0.06122495184803256
10,12,0.010260549878814163
10,13,0.018911679301668784
10,14,0.06122254704258312
10,15,0.09624499109469745
10,2,0.4986570748394443
10,3,0.06975351043861241
10,4,0.02328936492280584
10,5,0.03541392965632904
10,6,0.06631956332640548
10,7,0.03063055873290093
10,8,0.04093490621569675
10,9,0.36363697730009126
11,1,0.01334931717935854
11,10,0.14775449173771843
11,11,0.9999999999997182
11,12,0.053537914557987704
11,13,0.048053999087883985
11,14,0.025857431475144924
11,15,0.025623045286248747
11,2,0.175887468139515
11,3,0.2457028449448327
11,4,0.0543035737864348
11,5,0.026701769437949184
11,6,0.12667327044428767
11,7,0.08490861529786076
11,8,0.2281451217388991
11,9,0.06263787386494561
12,1,0.01676853930915335
12,10,0.0030669964910196726
12,11,0.12943769863330112
12,12,0.9999999999999283
12,13,0.06340202499869496
12,14,0.08844752444952134
12,15,0.02546208919592954
12,2,0.001383898005082845
12,3,0.0016584892078437318
12,4,0.09204341607400343
12,5,0.1586307044028272
12,6,0.018582148547674485
12,7,0.16578828635899406
12,8,0.15580838330426852
12,9,0.05073291536274982
13,1,0.017167423701111288
13,10,0.0020559534187424787
13,11,0.04104065294006824
13,12,0.1941790021573053
13,13,1.0000000000000917
13,14,0.08919990624662578
13,15,0.052284380490403654
13,2,0.048947284009358646
13,3,0.010380736012463272
13,4,0.0665731683019262
13,5,0.01235346368946655
13,6,0.014120057951701225
13,7,0.07098927899490827
13,8,0.08673555953288413
13,9,0.009735793036819406
14,1,0.5076755803287942
14,10,0.017679748287422265
14,11,0.08170222574317818
14,12,0.11675312192632396
14,13,0.10949021236937886
14,14,1.0000000000000222
14,15,0.058832443626125115
14,2,0.08990184682674783
14,3,0.0163624939051324
14,4,0.0947341491690741
14,5,0.02017741529219463
14,6,0.014314701694366966
14,7,0.34118583376026124
14,8,0.08175817684019464
14,9,0.04161894721638023
15,1,0.0116724435845667
15,10,0.031686664107960595
15,11,0.026560581895227926
15,12,0.03956678511456141
15,13,0.0392694730372926
15,14,0.025475619465693152
15,15,0.9999999999999359
15,2,0.022228703973151548
15,3,0.017595828960538903
15,4,0.031453728532410206
15,5,0.02457795192307244
15,6,0.052237519469880304
15,7,0.02070845402518224
15,8,0.16244320588052674
15,9,0.1332555256522854
2,1,0.009503446530630913
2,10,0.3959809901621831
2,11,0.13491177460663067
2,12,0.04027512438505849
2,13,0.18000189755898138
2,14,0.14651987607410683
2,15,0.03763141653282274
2,2,0.9999999999992935
2,3,0.033748128199168365
2,4,0.08286849135056887
2,5,0.06145619039840136
2,6,0.07253377145254765
2,7,0.04844287760890473
2,8,0.06370292916380302
2,9,0.1620439632484908
3,1,0.013571969038107501
3,10,0.12957386665648857
3,11,0.4776783278482916
3,12,0.015533385344738906
3,13,0.07814015773104255
3,14,0.04115699560523374
3,15,0.09187060666677216
3,2,0.04045954842684596
3,3,0.9999999999994201
3,4,0.1816324102266974
3,5,0.018875261872648957
3,6,0.0166402778895954
3,7,0.256589738678056
3,8,0.028090545061668155
3,9,0.028109787110785066
4,1,0.006569750086772912
4,10,0.00976396901333692
4,11,0.10265390119417553
4,12,0.07047558705531766
4,13,0.03744348616420662
4,14,0.07104806900411917
4,15,0.0239873407980456
4,2,0.02864706468334013
4,3,0.17217948822429102
4,4,0.9999999999998117
4,5,0.019277435429105576
4,6,0.012211104573283558
4,7,0.02504116699634173
4,8,0.012382267902184402
4,9,0.03287432495531458
5,1,0.005078612248096697
5,10,0.19305376629800272
5,11,0.06986909845825645
5,12,0.033194046517457616
5,13,0.022275032931239468
5,14,0.029375482229055946
5,15,0.0505079608140823
5,2,0.02852431875565686
5,3,0.006452310815489559
5,4,0.031090760963588242
5,5,0.9999999999999893
5,6,0.08782503808130732
5,7,0.025045447510680698
5,8,0.009113734201702247
5,9,0.08197334202898462
6,1,0.007626555852102225
6,10,0.13766886826611982
6,11,0.15731052033479875
6,12,0.16723624188353636
6,13,0.05645526740205019
6,14,0.025279237278221164
6,15,0.07006677267314905
6,2,0.20852369048234365
6,3,0.023020428940264553
6,4,0.06873369367761348
6,5,0.12218576634546502
6,6,0.999999999999808
6,7,0.1315020247181266
6,8,0.054311414637366676
6,9,0.22062661226672392
7,1,0.005397576436648985
7,10,0.008949019389293652
7,11,0.12164978543822232
